OBJECT_NAME,OBJECT_ID,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,RCS_SIZE,TLE_LINE1,TLE_LINE2
"CZ-4 DEB","1990-081AJ","102.138","884.372","835.307","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20870U 90081AJ  21272.44244624  .00000275  00000-0  17939-3 0  9995","2 20870  98.7288 264.6312 0033894 183.3434 331.5445 14.09863872590263"
"CZ-4 DEB","1990-081AL","100.726","804.926","781.053","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20876U 90081AL  21272.02001684  .00000506  00000-0  21381-3 0  9995","2 20876  98.4735 287.7051 0016645 229.9761 184.0369 14.29624070610642"
"CZ-4 DEB","1990-081AM","99.231","737.959","705.768","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20877U 90081AM  21271.28782957  .00001506  00000-0  38933-3 0  9994","2 20877  98.2328 284.3739 0022670 340.5832  31.1266 14.51160290617468"
"CZ-4 DEB","1990-081AN","99.129","729.592","704.371","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20878U 90081AN  21272.04060240  .00001747  00000-0  43625-3 0  9995","2 20878  98.1936 295.4099 0017773  61.3357 298.9624 14.52658284616470"
"CZ-4 DEB","1990-081AP","102.924","975.859","818.062","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20879U 90081AP  21271.63151771  .00000438  00000-0  31808-3 0  9996","2 20879  99.2889  40.6696 0108450 208.8435 164.1689 13.99086875573929"
"CZ-4 DEB","1990-081AR","100.608","849.699","725.130","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20881U 90081AR  21272.01367725  .00000869  00000-0  33061-3 0  9991","2 20881  98.4722 280.6437 0086922  24.1645 336.3578 14.31292952605006"
"CZ-4 DEB","1990-081AT","100.828","808.841","786.828","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20883U 90081AT  21271.82436551  .00000563  00000-0  24301-3 0  9993","2 20883  98.4971 269.7882 0015338  59.0817  62.2088 14.28176546604003"
"CZ-4 DEB","1990-081AU","101.648","858.260","815.130","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20884U 90081AU  21272.08591867  .00000593  00000-0  31676-3 0  9991","2 20884  98.6045 313.5997 0029890 217.3275 142.5824 14.16653481411335"
"CZ-4 DEB","1990-081AV","103.575","976.492","878.690","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20885U 90081AV  21272.07804844 -.00000002  00000-0  32253-4 0  9992","2 20885  98.9248 316.1738 0066935 354.2837  34.9956 13.90297348571077"
"CZ-4 DEB","1990-081AW","106.320","1238.368","873.824","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20886U 90081AW  21271.47424519  .00000207  00000-0  29919-3 0  9993","2 20886  99.0641 176.8569 0245179 214.1814 324.0302 13.54405412529061"
"CZ-4 DEB","1990-081AX","100.187","783.758","750.999","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20887U 90081AX  21272.30667676  .00000611  00000-0  21862-3 0  9998","2 20887  98.4098 279.2388 0022923 315.4680  54.3490 14.37317041611441"
"CZ-4 DEB","1990-081AY","101.696","995.671","682.288","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20888U 90081AY  21272.35532388  .00000967  00000-0  40886-3 0  9996","2 20888  99.1244  35.6835 0217111 110.0101 252.4591 14.15980844582696"
"CZ-4 DEB","1990-081AZ","102.676","937.259","833.299","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20889U 90081AZ  21272.08157324  .00000324  00000-0  23414-3 0  9995","2 20889  98.9785 357.6204 0071564 330.4954  29.2182 14.02463423578927"
"CZ-4 DEB","1990-081BA","102.412","881.944","863.612","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20890U 90081BA  21271.81007114 -.00000144  00000-0 -61964-4 0  9993","2 20890  98.7592 265.4290 0012641 268.4612  91.5108 14.06091904588540"
"CZ-4 DEB","1990-081BB","105.507","1177.712","858.578","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20891U 90081BB  21272.14463218  .00000099  00000-0  14590-3 0  9991","2 20891  99.1071  24.6671 0215740  61.5308  26.0893 13.64843118541251"
"CZ-4 DEB","1990-081BC","104.382","1086.043","844.928","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20892U 90081BC  21271.43970314  .00000207  00000-0  21999-3 0  9995","2 20892  99.0554 165.2109 0164166 270.9921 265.5600 13.79549901553020"
"CZ-4 DEB","1990-081BD","99.469","740.085","726.391","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20893U 90081BD  21271.35039679  .00001328  00000-0  37138-3 0  9994","2 20893  98.2295 295.6106 0009628 174.5890 199.1301 14.47680026614268"
"CZ-4 DEB","1990-081BE","100.922","816.891","787.684","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20894U 90081BE  21271.48433830  .00000450  00000-0  20285-3 0  9996","2 20894  98.5079 279.6913 0020338 341.4389 181.7703 14.26848090604119"
"CZ-4 DEB","1990-081BF","99.816","770.114","729.344","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20895U 90081BF  21272.09185692  .00001050  00000-0  32731-3 0  9991","2 20895  98.4730 303.4846 0028599  27.0541  39.7524 14.42659026615581"
"CZ-4 DEB","1990-081BJ","98.559","715.816","663.714","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20898U 90081BJ  21271.49994567  .00001443  00000-0  30103-3 0  9993","2 20898  98.2896 295.2087 0036858 346.0636 175.4874 14.61057069627721"
"CZ-4 DEB","1990-081BK","100.044","770.313","750.856","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20899U 90081BK  21271.19180126  .00001127  00000-0  37594-3 0  9999","2 20899  98.4176 345.1947 0013628  50.7576 335.8503 14.39369482606905"
"CZ-4 DEB","1990-081BL","100.307","808.752","737.491","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20900U 90081BL  21272.33182203  .00001255  00000-0  44601-3 0  9996","2 20900  99.0187 197.5863 0049824 317.1874 159.1432 14.35585935598469"
"CZ-4 DEB","1990-081BN","103.015","959.013","843.436","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20902U 90081BN  21272.42305223 -.00000060  00000-0 -98887-5 0  9999","2 20902  99.1885  21.2854 0079387 215.4047 209.9124 13.97857794574355"
"CZ-4 DEB","1990-081BP","100.927","844.898","760.167","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20903U 90081BP  21271.37360416  .00000168  00000-0  85149-4 0  9991","2 20903  98.5155 302.8731 0058999 109.7710 265.9944 14.26775206608270"
"CZ-4 DEB","1990-081BQ","100.163","783.078","749.437","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20904U 90081BQ  21271.51037831  .00000948  00000-0  32872-3 0  9990","2 20904  98.3725 271.9454 0023544 291.4879 220.8916 14.37655356609290"
"CZ-4 DEB","1990-081BS","104.245","1036.379","881.777","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20906U 90081BS  21271.20038858  .00000021  00000-0  58482-4 0  9996","2 20906  99.1840 359.5345 0105355 319.1458  69.4408 13.81357368560618"
"CZ-4 DEB","1990-081BT","98.745","707.359","690.014","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20907U 90081BT  21271.02290705  .00001851  00000-0  40984-3 0  9997","2 20907  98.1815 296.1679 0012255  67.8721 322.4202 14.58295128620231"
"CZ-4 DEB","1990-081BV","100.855","809.691","788.570","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20912U 90081BV  21271.49619115  .00000482  00000-0  21225-3 0  9990","2 20912  98.4958 278.5731 0014714 318.3107 194.4990 14.27789715603075"
"CZ-4 DEB","1990-081BW","102.162","934.931","787.067","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20913U 90081BW  21271.77561332  .00000033  00000-0  41094-4 0  9998","2 20913  98.7282 267.3496 0102128 189.6019 346.0449 14.09525098589025"
"CZ-4 DEB","1990-081BY","101.161","840.876","786.380","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20915U 90081BY  21271.31087913  .00000228  00000-0  11837-3 0  9995","2 20915  98.5299 287.5355 0037888  14.2952 359.2070 14.23474471603409"
"SL-12 R/B(2)","1990-094D","1427.661","35778.965","35463.650","ROCKET BODY","CIS","1990-11-03","TTMTR","LARGE","1 20926U 90094D   21271.38200760 -.00000264  00000-0  00000-0 0  9993","2 20926  14.1228 349.4021 0037538 108.7893 319.8351  1.00864300113854"
"IUS R/B(2)","1990-095D","1450.797","36107.356","36040.333","ROCKET BODY","US","1990-11-13","AFETR","","1 20932U 90095D   21271.89819257 -.00000030  00000-0  00000+0 0  9994","2 20932  15.0201 355.3472 0007894  23.7520 336.3050  0.99255789  8612"
"ARIANE 42P R/B","1990-100C","379.512","21722.946","248.307","ROCKET BODY","FR","1990-11-20","FRGUI","LARGE","1 20947U 90100C   21272.12619723  .00007868  00000-0  93071-3 0  9999","2 20947   7.1953  12.3011 6183752  40.2670 351.9666  3.79434698308581"
"GOES 1 AKM","1975-100F","1412.676","36536.794","34117.033","ROCKET BODY","US","1975-10-16","AFETR","MEDIUM","1 20962U 75100F   21270.99694747 -.00000314  00000-0  00000-0 0  9998","2 20962   6.6299 287.3915 0290104  27.0287 334.3380  1.01934176118589"
"USA 67 R/B(2)","1990-097D","354.077","20193.282","208.490","ROCKET BODY","US","1990-11-15","AFETR","LARGE","1 20965U 90097D   21272.17353212  .00027078  00000-0  11257-2 0  9997","2 20965  24.7717 136.7463 6027133 116.8444 315.8073  4.06690887 35724"
"CZ-4 DEB","1990-081CB","100.371","811.397","740.847","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20969U 90081CB  21271.52020479  .00000639  00000-0  23765-3 0  9990","2 20969  98.4313 281.2619 0049306 122.8728 354.7684 14.34683005608899"
"CZ-4 DEB","1990-081CE","100.545","799.081","769.743","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20972U 90081CE  21271.28775986  .00000535  00000-0  21393-3 0  9997","2 20972  98.4499 278.8254 0020480 129.3754 243.1211 14.32193009607308"
"CZ-4 DEB","1990-081CF","99.408","764.789","695.862","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20973U 90081CF  21272.38467688  .00000868  00000-0  23955-3 0  9992","2 20973  98.3708 318.9881 0048482 107.0782 319.2932 14.48569753620220"
"CZ-4 DEB","1990-081CG","100.945","814.728","792.007","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20974U 90081CG  21271.29011568  .00000421  00000-0  19198-3 0  9993","2 20974  98.5127 278.5750 0015819  15.1123 357.4107 14.26526360603525"
"SL-12 R/B(2)","1990-110F","675.228","19130.200","19104.149","ROCKET BODY","CIS","1990-12-08","TTMTR","LARGE","1 21011U 90110F   21271.62923817  .00000028  00000-0  00000+0 0  9996","2 21011  64.2110 129.8000 0005109 243.1229 115.5125  2.13261439239970"
"SL-12 R/B(AUX MOTOR)","1990-110G","329.015","18308.710","509.338","ROCKET BODY","CIS","1990-12-08","TTMTR","MEDIUM","1 21012U 90110G   21271.30817101 -.00000090  00000-0 -68906-4 0  9995","2 21012  65.4348   5.4885 5637294 108.2972 318.5084  4.37670002129856"
"SL-12 R/B(AUX MOTOR)","1990-110H","304.104","16735.923","467.578","ROCKET BODY","CIS","1990-12-08","TTMTR","MEDIUM","1 21013U 90110H   21271.44903413 -.00000047  00000-0 -18409-4 0  9998","2 21013  65.3308   2.2221 5430063  76.0669 336.3227  4.73521835506193"
"SL-8 R/B","1990-111B","100.275","786.761","756.382","ROCKET BODY","CIS","1990-12-10","PKMTR","LARGE","1 21015U 90111B   21271.41867693  .00000073  00000-0  33896-4 0  9991","2 21015  74.0508 147.9351 0021245  23.3665 336.8449 14.36052915710645"
"SL-12 R/B(2)","1990-112D","1439.800","35979.781","35738.319","ROCKET BODY","CIS","1990-12-20","TTMTR","LARGE","1 21019U 90112D   21271.50041679 -.00000163  00000-0  00000-0 0  9992","2 21019  14.3903 351.1557 0028584 132.2882 334.2989  1.00013888102702"
"SL-14 R/B","1990-114G","114.694","1471.396","1411.608","ROCKET BODY","CIS","1990-12-22","PKMTR","LARGE","1 21034U 90114G   21271.50371832  .00000017  00000-0  40615-4 0  9995","2 21034  82.5700 337.8655 0038229 271.1026 197.8453 12.55517833409936"
"SL-12 R/B(2)","1990-116D","1470.273","36605.532","36300.309","ROCKET BODY","CIS","1990-12-27","TTMTR","LARGE","1 21041U 90116D   21272.18524626 -.00000045  00000-0  00000+0 0  9992","2 21041  15.2088 353.8508 0035631  59.0656 289.1055  0.97941014109651"
"SL-12 R/B(2)","1990-102D","1471.374","36555.454","36393.147","ROCKET BODY","CIS","1990-11-23","TTMTR","LARGE","1 21046U 90102D   21270.58021708 -.00000174  00000-0  00000-0 0  9991","2 21046  15.1964 353.5197 0018938 155.1607 203.7761  0.97867726101716"
"DELTA 2 R/B","1991-001B","121.490","2713.614","781.221","ROCKET BODY","US","1991-01-08","AFETR","LARGE","1 21048U 91001B   21271.26469862  .00000222  00000-0  12953-3 0  9991","2 21048  18.4501 237.7339 1189084  71.0113 301.5138 11.85286690331907"
"NATO 4A R/B(PAM-D)","1991-001C","635.594","35411.552","807.445","ROCKET BODY","US","1991-01-08","AFETR","LARGE","1 21049U 91001C   21270.87350726 -.00000259  00000-0 -44596-2 0  9995","2 21049  25.3172 190.2399 7065629 327.6392  20.3287  2.26559638254344"
"ATS 5 AKM","1969-069C","1466.670","36909.283","35856.566","ROCKET BODY","US","1969-08-12","AFETR","MEDIUM","1 21052U 69069C   21271.49156767 -.00000199  00000-0  00000+0 0  9997","2 21052   5.0802 289.5029 0123093 257.9991 294.7040  0.98181594 98370"
"SL-8 R/B","1991-006B","104.562","989.488","958.330","ROCKET BODY","CIS","1991-01-29","PKMTR","LARGE","1 21088U 91006B   21272.35901822  .00000130  00000-0  11619-3 0  9994","2 21088  82.9392 296.5908 0021190 257.4665 113.2473 13.77179705541021"
"SL-8 R/B","1991-007B","104.620","991.718","961.623","ROCKET BODY","CIS","1991-02-05","PKMTR","LARGE","1 21090U 91007B   21272.13613279  .00000059  00000-0  45140-4 0  9997","2 21090  82.9224 153.1620 0020459 343.8065  16.2435 13.76404152539256"
"SL-8 DEB","1991-007C","104.355","983.742","944.721","DEBRIS","CIS","1991-02-05","PKMTR","SMALL","1 21091U 91007C   21272.39919957  .00000103  00000-0  84554-4 0  9990","2 21091  82.9290 132.1890 0026572 263.0257 273.1303 13.79903395541857"
"SL-8 R/B","1991-009J","118.180","1739.838","1458.518","ROCKET BODY","CIS","1991-02-12","PKMTR","LARGE","1 21108U 91009J   21272.38440493  .00000023  00000-0  35505-3 0  9996","2 21108  74.0518 237.3541 0176325 236.7730 293.5678 12.18478445256126"
"SL-8 DEB","1991-009K","118.012","1727.179","1455.995","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21109U 91009K   21272.27421234  .00000400  00000-0  38223-2 0  9995","2 21109  74.0284 202.7648 0170134 244.5379 271.9504 12.20219539363306"
"SL-8 DEB","1991-009L","119.015","1817.209","1456.192","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21110U 91009L   21272.13603990 -.00000338  00000-0 -32865-2 0  9991","2 21110  74.0496 148.2665 0225218 192.7614 324.8002 12.09931597350899"
"SL-8 DEB","1991-009M","118.358","1755.531","1458.812","DEBRIS","CIS","1991-02-12","PKMTR","SMALL","1 21115U 91009M   21271.39462074 -.00000092  00000-0 -73314-3 0  9991","2 21115  74.0357 287.0340 0185791 315.2322 106.6375 12.16649208359623"
"SL-6 R/B(2)","1991-012D","699.728","37582.801","1877.640","ROCKET BODY","CIS","1991-02-15","PKMTR","LARGE","1 21121U 91012D   21266.55426332  .00000081  00000-0  00000-0 0  9996","2 21121  64.8783 331.0808 6837880 276.7259  15.9399  2.05794367 61574"
"SL-3 DEB","1964-053C","98.268","722.407","629.341","DEBRIS","CIS","1964-08-28","TTMTR","SMALL","1 21126U 64053C   21271.46363519  .00000018  00000-0  26290-4 0  9992","2 21126  65.0776 208.3569 0065967 205.4537 261.9916 14.65374832 13200"
"COSMOS 839 DEB","1976-067BY","116.060","2029.616","977.358","DEBRIS","CIS","1976-07-08","PKMTR","SMALL","1 21128U 76067BY  21271.46341722 -.00000366  00000-0 -10609-2 0  9997","2 21128  66.0412 326.9622 0667539  86.8584  10.8184 12.40736038402754"
"SL-12 R/B(2)","1991-010F","1437.913","35891.933","35752.327","ROCKET BODY","CIS","1991-02-14","TTMTR","LARGE","1 21129U 91010F   21271.30226182 -.00000059  00000-0  00000-0 0  9998","2 21129  14.3082 355.2074 0016541 172.9767 306.3302  1.00145167112429"
"SL-8 R/B","1991-013B","104.326","1008.898","916.876","ROCKET BODY","CIS","1991-02-26","PKMTR","LARGE","1 21131U 91013B   21271.47262676  .00000058  00000-0  40619-4 0  9992","2 21131  82.8263  56.9137 0062677 256.7659 102.6504 13.80282448540634"
"SL-12 R/B(2)","1991-014D","1392.233","35039.944","34807.217","ROCKET BODY","CIS","1991-02-28","TTMTR","LARGE","1 21135U 91014D   21270.68521413 -.00000156  00000-0  00000-0 0  9992","2 21135  13.7380 346.2735 0028174 100.2003 268.9669  1.03430978115529"
"SL-8 DEB","1991-009N","120.293","1924.831","1463.091","DEBRIS","CIS","1991-02-12","PKMTR","SMALL","1 21136U 91009N   21271.65679412  .00000134  00000-0  16945-2 0  9990","2 21136  74.0014  37.1398 0286010 230.6251 140.7856 11.97080208338032"
"SL-8 DEB","1991-009P","118.223","1722.308","1479.923","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21137U 91009P   21272.07994911 -.00000008  00000-0  68648-4 0  9992","2 21137  74.0423 242.9014 0151885 266.1227 162.7642 12.18034582361048"
"SL-8 DEB","1991-009Q","117.154","1725.053","1380.777","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21138U 91009Q   21272.17678473 -.00000009  00000-0  48025-4 0  9994","2 21138  74.0838 330.5129 0217043 224.7240 163.7626 12.29155274374539"
"INMARSAT 2-F2 R/B(PAM-D)","1991-018C","204.711","9979.072","276.464","ROCKET BODY","US","1991-03-08","AFETR","LARGE","1 21151U 91018C   21272.17030785  .00007307  00000-0  51518-3 0  9994","2 21151  23.2270 168.3375 4216361 311.1495  19.4155  7.03431320613107"
"SL-8 R/B","1991-019B","104.652","1000.534","955.742","ROCKET BODY","CIS","1991-03-12","PKMTR","LARGE","1 21153U 91019B   21271.36405056  .00000136  00000-0  12372-3 0  9992","2 21153  82.9221 118.9449 0030445  99.8346  73.2734 13.75992388533494"
"SL-8 DEB","1991-009R","119.886","1831.360","1520.186","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21154U 91009R   21271.39070499 -.00000163  00000-0 -17321-2 0  9994","2 21154  74.2569 152.3521 0193182 210.1326 329.8881 12.01137639342568"
"SL-8 DEB","1991-009S","117.008","1660.410","1432.263","DEBRIS","CIS","1991-02-12","PKMTR","SMALL","1 21155U 91009S   21271.44355035 -.00000009  00000-0  52352-4 0  9996","2 21155  73.9228 159.8680 0143951   3.9783 169.4897 12.30686078375850"
"SL-8 DEB","1991-009T","116.708","1649.299","1416.275","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21156U 91009T   21271.49437190 -.00000010  00000-0  51953-4 0  9993","2 21156  73.9132  63.4472 0147280 270.0489 147.0711 12.33849198376780"
"SL-8 DEB","1991-009U","117.637","1713.538","1435.885","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21157U 91009U   21272.32767003 -.00000008  00000-0  59982-4 0  9993","2 21157  73.9552 357.4178 0174562 176.1725 258.5246 12.24105500366274"
"SL-8 DEB","1991-009V","118.625","1733.262","1505.138","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21158U 91009V   21271.42557194  .00000212  00000-0  22908-2 0  9994","2 21158  74.1030  44.4848 0142625 343.1072  72.4588 12.13905383354467"
"SL-8 DEB","1991-009W","117.165","1667.426","1439.446","DEBRIS","CIS","1991-02-12","PKMTR","SMALL","1 21159U 91009W   21272.31936003 -.00000020  00000-0 -40143-4 0  9996","2 21159  73.9409 220.4299 0143717  33.6979 118.6429 12.29034057371690"
"SL-8 DEB","1991-009X","117.576","1676.072","1467.898","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21160U 91009X   21271.84372956  .00000008  00000-0  19834-3 0  9992","2 21160  74.0404  63.2407 0130925  58.4988  11.8784 12.24735209366880"
"SL-8 DEB","1991-009Y","118.089","1700.503","1489.643","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21161U 91009Y   21271.36451299  .00000013  00000-0  26212-3 0  9992","2 21161  74.0715 233.7905 0132230 196.3656 281.1859 12.19419462360667"
"SL-8 DEB","1991-009Z","117.283","1667.485","1449.988","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21162U 91009Z   21271.44559574 -.00000011  00000-0  34218-4 0  9992","2 21162  73.9751 285.6194 0137017  30.4538  77.7701 12.27803166369983"
"SL-8 DEB","1991-009AA","117.004","1656.741","1435.615","DEBRIS","CIS","1991-02-12","PKMTR","SMALL","1 21163U 91009AA  21272.18815779 -.00000003  00000-0  10403-3 0  9997","2 21163  73.9447 186.1658 0139524 348.6456 163.0049 12.30723050373182"
"SL-8 DEB","1991-009AB","117.839","1683.715","1483.913","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21164U 91009AB  21272.07740793 -.00000009  00000-0  46426-4 0  9990","2 21164  74.0440 140.0915 0125473 142.8579   9.0275 12.22006846362581"
"SL-8 DEB","1991-009AC","118.800","1755.379","1498.696","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21165U 91009AC  21271.39942712  .00000108  00000-0  12525-2 0  9990","2 21165  74.1612 140.8945 0160323 322.5002 212.2721 12.12123047352312"
"SL-8 DEB","1991-009AD","118.112","1693.926","1498.274","DEBRIS","CIS","1991-02-12","PKMTR","MEDIUM","1 21166U 91009AD  21272.36715038  .00000031  00000-0  43358-3 0  9992","2 21166  74.0614 232.1569 0122678 219.9392 260.6524 12.19183889360700"
"SL-8 DEB","1991-009AE","117.141","1660.631","1444.025","DEBRIS","CIS","1991-02-12","PKMTR","SMALL","1 21167U 91009AE  21272.14410354 -.00000013  00000-0  14036-4 0  9995","2 21167  73.9166 190.5526 0136566  55.7342  56.5316 12.29291650372018"
